,date,state,cases,deaths
792,8/8/2020,MA,120711,8721
793,8/8/2020,MI,96328,6521
794,8/8/2020,MN,60142,1689
795,8/8/2020,MS,66646,1874
796,8/8/2020,MO,58673,1381
797,8/8/2020,MT,4889,75
798,8/8/2020,NE,28245,353
799,8/8/2020,NV,55481,949
800,8/8/2020,NH,6818,419
801,8/8/2020,NJ,186282,15869
802,8/8/2020,NM,22115,681
803,8/8/2020,NY,425055,32345
804,8/8/2020,NC,134915,2184
805,8/8/2020,ND,7512,116
806,8/8/2020,MP,48,2
807,8/8/2020,OH,99969,3668
808,8/8/2020,OK,43070,603
809,8/8/2020,OR,21011,358
810,8/8/2020,PA,122666,7372
811,8/8/2020,PR,21424,274
812,8/8/2020,RI,19738,1014
813,8/8/2020,SC,99460,2007
814,8/8/2020,SD,9477,146
815,8/8/2020,TN,117725,1201
816,8/8/2020,TX,502533,8879
817,8/8/2020,UT,43821,336
818,8/8/2020,VT,1454,58
819,8/8/2020,VI,528,9
820,8/8/2020,VA,99189,2322
821,8/8/2020,WA,64347,1752
822,8/8/2020,WV,7563,131
823,8/8/2020,WI,64231,1007
824,8/8/2020,WY,3013,28
825,8/9/2020,AL,101334,1768
826,8/9/2020,AK,4471,24
827,8/9/2020,AZ,187086,4152
828,8/9/2020,AR,49383,544
829,8/9/2020,CA,563244,10365
830,8/9/2020,CO,50799,1863
831,8/9/2020,CT,50320,4441
832,8/9/2020,DE,15575,591
833,8/9/2020,DC,12753,591
834,8/9/2020,FL,532798,8185
835,8/9/2020,GA,200147,4108
836,8/9/2020,GU,1381,6
837,8/9/2020,HI,3475,30
838,8/9/2020,ID,24797,237
839,8/9/2020,IL,195897,7852
840,8/9/2020,IN,76071,3041
841,8/9/2020,IA,48919,931
842,8/9/2020,KS,31145,380
843,8/9/2020,KY,36316,790
844,8/9/2020,LA,131517,4263
845,8/9/2020,ME,4042,125
846,8/9/2020,MD,96065,3585
847,8/9/2020,MA,121040,8735
848,8/9/2020,MI,96835,6520
849,8/9/2020,MN,60939,1698
850,8/9/2020,MS,67173,1896
851,8/9/2020,MO,59866,1386
852,8/9/2020,MT,4952,75
853,8/9/2020,NE,28432,353
854,8/9/2020,NV,56278,959
855,8/9/2020,NH,6831,419
856,8/9/2020,NJ,186626,15874
857,8/9/2020,NM,22315,685
858,8/9/2020,NY,425568,32354
859,8/9/2020,NC,136250,2195
860,8/9/2020,ND,7600,116
861,8/9/2020,MP,48,2
862,8/9/2020,OH,100848,3669
863,8/9/2020,OK,43561,603
864,8/9/2020,OR,21272,359
865,8/9/2020,PA,123312,7374
866,8/9/2020,PR,22121,279
867,8/9/2020,RI,19738,1014
868,8/9/2020,SC,100435,2031
869,8/9/2020,SD,9605,146
870,8/9/2020,TN,119788,1209
871,8/9/2020,TX,508190,8978
872,8/9/2020,UT,44130,337
873,8/9/2020,VT,1459,58
874,8/9/2020,VI,547,9
875,8/9/2020,VA,100086,2326
876,8/9/2020,WA,65249,1774
877,8/9/2020,WV,7694,139
878,8/9/2020,WI,64835,1009
879,8/9/2020,WY,3050,28
880,8/10/2020,AL,103020,1797
881,8/10/2020,AK,4537,24
882,8/10/2020,AZ,187634,4157
883,8/10/2020,AR,50028,555
884,8/10/2020,CA,574267,10460
885,8/10/2020,CO,51104,1868
886,8/10/2020,CT,50567,4444
887,8/10/2020,DE,15634,591
888,8/10/2020,DC,12807,591
889,8/10/2020,FL,536953,8276
890,8/10/2020,GA,202276,4138
891,8/10/2020,GU,1387,6
892,8/10/2020,HI,3615,33
893,8/10/2020,ID,25267,239
894,8/10/2020,IL,197326,7854
895,8/10/2020,IN,76734,3044
896,8/10/2020,IA,49164,935
897,8/10/2020,KS,32094,387
898,8/10/2020,KY,36739,794
899,8/10/2020,LA,132079,4287
900,8/10/2020,ME,4049,125
901,8/10/2020,MD,96821,3591
902,8/10/2020,MA,121315,8741
903,8/10/2020,MI,97472,6527
904,8/10/2020,MN,61557,1701
905,8/10/2020,MS,67649,1912
906,8/10/2020,MO,60845,1397
907,8/10/2020,MT,5032,75
908,8/10/2020,NE,28696,354
909,8/10/2020,NV,57022,963
910,8/10/2020,NH,6840,419
911,8/10/2020,NJ,186884,15878
912,8/10/2020,NM,22444,690
913,8/10/2020,NY,426046,32361
914,8/10/2020,NC,137006,2198
915,8/10/2020,ND,7717,117
916,8/10/2020,MP,49,2
917,8/10/2020,OH,101731,3673
918,8/10/2020,OK,43962,605
919,8/10/2020,OR,21488,362
920,8/10/2020,PA,124269,7378
921,8/10/2020,PR,22821,279
922,8/10/2020,RI,19934,1015
923,8/10/2020,SC,101159,2049
924,8/10/2020,SD,9663,146
925,8/10/2020,TN,120967,1223
926,8/10/2020,TX,514940,9058
927,8/10/2020,UT,44487,346
928,8/10/2020,VT,1462,58
929,8/10/2020,VI,576,9
930,8/10/2020,VA,100749,2327
931,8/10/2020,WA,66226,1781
932,8/10/2020,WV,7754,141
933,8/10/2020,WI,65427,1009
934,8/10/2020,WY,3042,28
935,8/11/2020,AL,103851,1847
936,8/11/2020,AK,4587,24
937,8/11/2020,AZ,188780,4205
938,8/11/2020,AR,50411,566
939,8/11/2020,CA,586078,10654
940,8/11/2020,CO,51487,1878
941,8/11/2020,CT,50684,4444
942,8/11/2020,DE,15699,591
943,8/11/2020,DC,12896,593
944,8/11/2020,FL,542784,8552
945,8/11/2020,GA,205920,4255
946,8/11/2020,GU,1403,6
947,8/11/2020,HI,3733,35
948,8/11/2020,ID,25767,248
949,8/11/2020,IL,198919,7879
950,8/11/2020,IN,77625,3069
951,8/11/2020,IA,49521,946
952,8/11/2020,KS,32181,388
953,8/11/2020,KY,37437,803
954,8/11/2020,LA,133243,4313
955,8/11/2020,ME,4050,126
956,8/11/2020,MD,97403,3604
957,8/11/2020,MA,121707,8751
958,8/11/2020,MI,98361,6534
959,8/11/2020,MN,61880,1707
960,8/11/2020,MS,68293,1944
961,8/11/2020,MO,61900,1402
962,8/11/2020,MT,5125,77
963,8/11/2020,NE,29030,357
964,8/11/2020,NV,57608,982
965,8/11/2020,NH,6861,419
966,8/11/2020,NJ,187328,15890
967,8/11/2020,NM,22643,693
968,8/11/2020,NY,426713,32372
969,8/11/2020,NC,138074,2238
970,8/11/2020,ND,7889,122
971,8/11/2020,MP,49,2
972,8/11/2020,OH,102826,3708
973,8/11/2020,OK,44725,618
974,8/11/2020,OR,21782,372
975,8/11/2020,PA,125061,7404
976,8/11/2020,PR,23403,287
977,8/11/2020,RI,20053,1016
978,8/11/2020,SC,102130,2098
979,8/11/2020,SD,9713,146
980,8/11/2020,TN,122003,1259
981,8/11/2020,TX,522626,9304
982,8/11/2020,UT,44836,350
983,8/11/2020,VT,1472,58
984,8/11/2020,VI,639,9
985,8/11/2020,VA,101745,2344
986,8/11/2020,WA,66620,1786
987,8/11/2020,WV,7875,147
988,8/11/2020,WI,66146,1017
989,8/11/2020,WY,3073,29
990,8/12/2020,AL,104786,1882
991,8/12/2020,AK,4653,25
992,8/12/2020,AZ,189522,4348
993,8/12/2020,AR,51114,573
994,8/12/2020,CA,595097,10808
995,8/12/2020,CO,51847,1881
996,8/12/2020,CT,50706,4450
997,8/12/2020,DE,15765,592
998,8/12/2020,DC,12959,593
999,8/12/2020,FL,550893,8764
1000,8/12/2020,GA,209683,4360
1001,8/12/2020,GU,1418,6
1002,8/12/2020,HI,3935,37
1003,8/12/2020,ID,26280,251
1004,8/12/2020,IL,200648,7907
1005,8/12/2020,IN,78337,3086
1006,8/12/2020,IA,49973,953
1007,8/12/2020,KS,32969,397
1008,8/12/2020,KY,38546,809
1009,8/12/2020,LA,134427,4361
1010,8/12/2020,ME,4070,126
1011,8/12/2020,MD,97959,3612
1012,8/12/2020,MA,122000,8769
1013,8/12/2020,MI,98825,6541
1014,8/12/2020,MN,62349,1724
1015,8/12/2020,MS,69374,1989
1016,8/12/2020,MO,63328,1408
1017,8/12/2020,MT,5292,80
1018,8/12/2020,NE,29244,359
1019,8/12/2020,NV,58132,999
1020,8/12/2020,NH,6887,420
1021,8/12/2020,NJ,187777,15885
1022,8/12/2020,NM,22816,695
1023,8/12/2020,NY,427419,32384
1024,8/12/2020,NC,139413,2277
1025,8/12/2020,ND,7974,124
1026,8/12/2020,MP,49,2
1027,8/12/2020,OH,104248,3734
1028,8/12/2020,OK,45392,627
1029,8/12/2020,OR,22029,378
1030,8/12/2020,PA,125965,7447
1031,8/12/2020,PR,24074,295
1032,8/12/2020,RI,20129,1018
1033,8/12/2020,SC,102974,2144
1034,8/12/2020,SD,9815,147
1035,8/12/2020,TN,123489,1274
1036,8/12/2020,TX,529465,9638
1037,8/12/2020,UT,45181,355
1038,8/12/2020,VT,1478,58
1039,8/12/2020,VI,639,9
1040,8/12/2020,VA,102521,2352
1041,8/12/2020,WA,67171,1789
1042,8/12/2020,WV,8008,153
1043,8/12/2020,WI,66705,1022
1044,8/12/2020,WY,3086,29
