date,state,cases,deaths
8/8/2020,Arizona,186226,4140
8/8/2020,Arkansas,48811,535
8/8/2020,California,556158,10299
8/8/2020,Colorado,50491,1862
8/8/2020,Connecticut,50320,4441
8/8/2020,Delaware,15502,590
8/8/2020,District of Columbia,12653,590
8/8/2020,Florida,526569,8108
8/8/2020,Georgia,197308,4095
8/8/2020,Guam,1381,6
8/8/2020,Hawaii,3323,30
8/8/2020,Idaho,24593,236
8/8/2020,Illinois,194531,7846
8/8/2020,Indiana,75025,3036
8/8/2020,Iowa,48311,926
8/8/2020,Kansas,30992,380
8/8/2020,Kentucky,35986,790
8/8/2020,Louisiana,128864,4207
8/8/2020,Maine,4026,125
8/8/2020,Maryland,95157,3577
8/8/2020,Massachusetts,120711,8721
8/8/2020,Michigan,96328,6521
8/8/2020,Minnesota,60142,1689
8/8/2020,Mississippi,66646,1874
8/8/2020,Missouri,58673,1381
8/8/2020,Montana,4889,75
8/8/2020,Nebraska,28245,353
8/8/2020,Nevada,55481,949
8/8/2020,New Hampshire,6818,419
8/8/2020,New Jersey,186282,15869
8/8/2020,New Mexico,22115,681
8/8/2020,New York,425055,32345
8/8/2020,North Carolina,134915,2184
8/8/2020,North Dakota,7512,116
8/8/2020,Northern Mariana Islands,48,2
8/8/2020,Ohio,99969,3668
8/8/2020,Oklahoma,43070,603
8/8/2020,Oregon,21011,358
8/8/2020,Pennsylvania,122666,7372
8/8/2020,Puerto Rico,21424,274
8/8/2020,Rhode Island,19738,1014
8/8/2020,South Carolina,99460,2007
8/8/2020,South Dakota,9477,146
8/8/2020,Tennessee,117725,1201
8/8/2020,Texas,502533,8879
8/8/2020,Utah,43821,336
8/8/2020,Vermont,1454,58
8/8/2020,Virgin Islands,528,9
8/8/2020,Virginia,99189,2322
8/8/2020,Washington,64347,1752
8/8/2020,West Virginia,7563,131
8/8/2020,Wisconsin,64231,1007
8/8/2020,Wyoming,3013,28
8/9/2020,Alabama,101334,1768
8/9/2020,Alaska,4471,24
8/9/2020,Arizona,187086,4152
8/9/2020,Arkansas,49383,544
8/9/2020,California,563244,10365
8/9/2020,Colorado,50799,1863
8/9/2020,Connecticut,50320,4441
8/9/2020,Delaware,15575,591
8/9/2020,District of Columbia,12753,591
8/9/2020,Florida,532798,8185
8/9/2020,Georgia,200147,4108
8/9/2020,Guam,1381,6
8/9/2020,Hawaii,3475,30
8/9/2020,Idaho,24797,237
8/9/2020,Illinois,195897,7852
8/9/2020,Indiana,76071,3041
8/9/2020,Iowa,48919,931
8/9/2020,Kansas,31145,380
8/9/2020,Kentucky,36316,790
8/9/2020,Louisiana,131517,4263
8/9/2020,Maine,4042,125
8/9/2020,Maryland,96065,3585
8/9/2020,Massachusetts,121040,8735
8/9/2020,Michigan,96835,6520
8/9/2020,Minnesota,60939,1698
8/9/2020,Mississippi,67173,1896
8/9/2020,Missouri,59866,1386
8/9/2020,Montana,4952,75
8/9/2020,Nebraska,28432,353
8/9/2020,Nevada,56278,959
8/9/2020,New Hampshire,6831,419
8/9/2020,New Jersey,186626,15874
8/9/2020,New Mexico,22315,685
8/9/2020,New York,425568,32354
8/9/2020,North Carolina,136250,2195
8/9/2020,North Dakota,7600,116
8/9/2020,Northern Mariana Islands,48,2
8/9/2020,Ohio,100848,3669
8/9/2020,Oklahoma,43561,603
8/9/2020,Oregon,21272,359
8/9/2020,Pennsylvania,123312,7374
8/9/2020,Puerto Rico,22121,279
8/9/2020,Rhode Island,19738,1014
8/9/2020,South Carolina,100435,2031
8/9/2020,South Dakota,9605,146
8/9/2020,Tennessee,119788,1209
8/9/2020,Texas,508190,8978
8/9/2020,Utah,44130,337
8/9/2020,Vermont,1459,58
8/9/2020,Virgin Islands,547,9
8/9/2020,Virginia,100086,2326
8/9/2020,Washington,65249,1774
8/9/2020,West Virginia,7694,139
8/9/2020,Wisconsin,64835,1009
8/9/2020,Wyoming,3050,28
8/10/2020,Alabama,103020,1797
8/10/2020,Alaska,4537,24
8/10/2020,Arizona,187634,4157
8/10/2020,Arkansas,50028,555
8/10/2020,California,574267,10460
8/10/2020,Colorado,51104,1868
8/10/2020,Connecticut,50567,4444
8/10/2020,Delaware,15634,591
8/10/2020,District of Columbia,12807,591
8/10/2020,Florida,536953,8276
8/10/2020,Georgia,202276,4138
8/10/2020,Guam,1387,6
8/10/2020,Hawaii,3615,33
8/10/2020,Idaho,25267,239
8/10/2020,Illinois,197326,7854
8/10/2020,Indiana,76734,3044
8/10/2020,Iowa,49164,935
8/10/2020,Kansas,32094,387
8/10/2020,Kentucky,36739,794
8/10/2020,Louisiana,132079,4287
8/10/2020,Maine,4049,125
8/10/2020,Maryland,96821,3591
8/10/2020,Massachusetts,121315,8741
8/10/2020,Michigan,97472,6527
8/10/2020,Minnesota,61557,1701
8/10/2020,Mississippi,67649,1912
8/10/2020,Missouri,60845,1397
8/10/2020,Montana,5032,75
8/10/2020,Nebraska,28696,354
8/10/2020,Nevada,57022,963
8/10/2020,New Hampshire,6840,419
8/10/2020,New Jersey,186884,15878
8/10/2020,New Mexico,22444,690
8/10/2020,New York,426046,32361
8/10/2020,North Carolina,137006,2198
8/10/2020,North Dakota,7717,117
8/10/2020,Northern Mariana Islands,49,2
8/10/2020,Ohio,101731,3673
8/10/2020,Oklahoma,43962,605
8/10/2020,Oregon,21488,362
8/10/2020,Pennsylvania,124269,7378
8/10/2020,Puerto Rico,22821,279
8/10/2020,Rhode Island,19934,1015
8/10/2020,South Carolina,101159,2049
8/10/2020,South Dakota,9663,146
8/10/2020,Tennessee,120967,1223
8/10/2020,Texas,514940,9058
8/10/2020,Utah,44487,346
8/10/2020,Vermont,1462,58
8/10/2020,Virgin Islands,576,9
8/10/2020,Virginia,100749,2327
8/10/2020,Washington,66226,1781
8/10/2020,West Virginia,7754,141
8/10/2020,Wisconsin,65427,1009
8/10/2020,Wyoming,3042,28
8/11/2020,Alabama,103851,1847
8/11/2020,Alaska,4587,24
8/11/2020,Arizona,188780,4205
8/11/2020,Arkansas,50411,566
8/11/2020,California,586078,10654
8/11/2020,Colorado,51487,1878
8/11/2020,Connecticut,50684,4444
8/11/2020,Delaware,15699,591
8/11/2020,District of Columbia,12896,593
8/11/2020,Florida,542784,8552
8/11/2020,Georgia,205920,4255
8/11/2020,Guam,1403,6
8/11/2020,Hawaii,3733,35
8/11/2020,Idaho,25767,248
8/11/2020,Illinois,198919,7879
8/11/2020,Indiana,77625,3069
8/11/2020,Iowa,49521,946
8/11/2020,Kansas,32181,388
8/11/2020,Kentucky,37437,803
8/11/2020,Louisiana,133243,4313
8/11/2020,Maine,4050,126
8/11/2020,Maryland,97403,3604
8/11/2020,Massachusetts,121707,8751
8/11/2020,Michigan,98361,6534
8/11/2020,Minnesota,61880,1707
8/11/2020,Mississippi,68293,1944
8/11/2020,Missouri,61900,1402
8/11/2020,Montana,5125,77
8/11/2020,Nebraska,29030,357
8/11/2020,Nevada,57608,982
8/11/2020,New Hampshire,6861,419
8/11/2020,New Jersey,187328,15890
8/11/2020,New Mexico,22643,693
8/11/2020,New York,426713,32372
8/11/2020,North Carolina,138074,2238
8/11/2020,North Dakota,7889,122
8/11/2020,Northern Mariana Islands,49,2
8/11/2020,Ohio,102826,3708
8/11/2020,Oklahoma,44725,618
8/11/2020,Oregon,21782,372
8/11/2020,Pennsylvania,125061,7404
8/11/2020,Puerto Rico,23403,287
8/11/2020,Rhode Island,20053,1016
8/11/2020,South Carolina,102130,2098
8/11/2020,South Dakota,9713,146
8/11/2020,Tennessee,122003,1259
8/11/2020,Texas,522626,9304
8/11/2020,Utah,44836,350
8/11/2020,Vermont,1472,58
8/11/2020,Virgin Islands,639,9
8/11/2020,Virginia,101745,2344
8/11/2020,Washington,66620,1786
8/11/2020,West Virginia,7875,147
8/11/2020,Wisconsin,66146,1017
8/11/2020,Wyoming,3073,29
8/12/2020,Alabama,104786,1882
8/12/2020,Alaska,4653,25
8/12/2020,Arizona,189522,4348
8/12/2020,Arkansas,51114,573
8/12/2020,California,595097,10808
8/12/2020,Colorado,51847,1881
8/12/2020,Connecticut,50706,4450
8/12/2020,Delaware,15765,592
8/12/2020,District of Columbia,12959,593
8/12/2020,Florida,550893,8764
8/12/2020,Georgia,209683,4360
8/12/2020,Guam,1418,6
8/12/2020,Hawaii,3935,37
8/12/2020,Idaho,26280,251
8/12/2020,Illinois,200648,7907
8/12/2020,Indiana,78337,3086
8/12/2020,Iowa,49973,953
8/12/2020,Kansas,32969,397
8/12/2020,Kentucky,38546,809
8/12/2020,Louisiana,134427,4361
8/12/2020,Maine,4070,126
8/12/2020,Maryland,97959,3612
8/12/2020,Massachusetts,122000,8769
8/12/2020,Michigan,98825,6541
8/12/2020,Minnesota,62349,1724
8/12/2020,Mississippi,69374,1989
8/12/2020,Missouri,63328,1408
8/12/2020,Montana,5292,80
8/12/2020,Nebraska,29244,359
8/12/2020,Nevada,58132,999
8/12/2020,New Hampshire,6887,420
8/12/2020,New Jersey,187777,15885
8/12/2020,New Mexico,22816,695
8/12/2020,New York,427419,32384
8/12/2020,North Carolina,139413,2277
8/12/2020,North Dakota,7974,124
8/12/2020,Northern Mariana Islands,49,2
8/12/2020,Ohio,104248,3734
8/12/2020,Oklahoma,45392,627
8/12/2020,Oregon,22029,378
8/12/2020,Pennsylvania,125965,7447
8/12/2020,Puerto Rico,24074,295
8/12/2020,Rhode Island,20129,1018
8/12/2020,South Carolina,102974,2144
8/12/2020,South Dakota,9815,147
8/12/2020,Tennessee,123489,1274
8/12/2020,Texas,529465,9638
8/12/2020,Utah,45181,355
8/12/2020,Vermont,1478,58
8/12/2020,Virgin Islands,639,9
8/12/2020,Virginia,102521,2352
8/12/2020,Washington,67171,1789
8/12/2020,West Virginia,8008,153
8/12/2020,Wisconsin,66705,1022
8/12/2020,Wyoming,3086,29
